,Class Number,Course Number,Subjects,Course Title,Time and Location,Enrollment,Instructor(s),View Books
2166,3678,AAAS      99D      2,History of Ideas,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2167,3680,AAAS      99D      3,History of Ideas,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
2168,3682,AAAS      99D      4,History of Ideas,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2169,3684,AAAS      99D      5,History of Ideas,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
2170,6472,AAAS      99D      6,History of Ideas,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
2171,10942,AAAS      99D      7,History of Ideas,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
2172,10952,AAAS      99D      8,History of Ideas,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
2173,10985,AAAS      99D      9,History of Ideas,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
2174,10137,AAAS      124A      1,History of Ideas,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2175,10134,AAAS      155B      1,History of Ideas,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2176,6540,AAAS      159A      1,History of Ideas,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2177,7218,AAAS/HIS      154B      1,History of Ideas,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2178,7198,AAAS/WGS      125A      1,History of Ideas,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2179,10134,AAAS      155B      1,History of Ideas,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2180,7218,AAAS/HIS      154B      1,History of Ideas,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2181,7198,AAAS/WGS      125A      1,History of Ideas,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2182,10113,HIST      153B      1,History of Ideas,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2183,10117,HIST      175B      1,History of Ideas,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2184,10137,AAAS      124A      1,History of Ideas,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2185,10134,AAAS      155B      1,History of Ideas,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2186,10067,ENG      127B      1,History of Ideas,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2187,10499,ENG      167B      1,History of Ideas,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2188,7090,THA      144B      1,History of Ideas,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2189,6540,AAAS      159A      1,History of Ideas,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2190,7218,AAAS/HIS      154B      1,History of Ideas,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2191,10186,ED      170A      1,History of Ideas,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2192,10541,HSSP      114B      1,History of Ideas,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2193,10516,ENG      62B      1,History of Ideas,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
2194,10137,AAAS      124A      1,History of Ideas,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2195,10134,AAAS      155B      1,History of Ideas,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2196,6540,AAAS      159A      1,History of Ideas,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2197,7218,AAAS/HIS      154B      1,History of Ideas,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2198,10186,ED      170A      1,History of Ideas,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2199,10067,ENG      127B      1,History of Ideas,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2200,10499,ENG      167B      1,History of Ideas,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2201,10113,HIST      153B      1,History of Ideas,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2202,10117,HIST      175B      1,History of Ideas,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2203,10541,HSSP      114B      1,History of Ideas,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2204,7090,THA      144B      1,History of Ideas,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2205,3196,AAAS      5A      1,Hornstein Jewish Professional Leadership Program,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
2206,3614,AAAS      98A      1,Hornstein Jewish Professional Leadership Program,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
2207,3610,AAAS      98A      2,Hornstein Jewish Professional Leadership Program,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2208,3612,AAAS      98A      3,Hornstein Jewish Professional Leadership Program,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2209,3616,AAAS      98A      4,Hornstein Jewish Professional Leadership Program,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2210,3676,AAAS      99D      1,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2211,3678,AAAS      99D      2,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
2212,3680,AAAS      99D      3,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
2213,3682,AAAS      99D      4,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
2214,3684,AAAS      99D      5,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
2215,6472,AAAS      99D      6,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
2216,10942,AAAS      99D      7,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
2217,10952,AAAS      99D      8,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
2218,10985,AAAS      99D      9,Hornstein Jewish Professional Leadership Program,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
2219,10137,AAAS      124A      1,Hornstein Jewish Professional Leadership Program,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2220,10134,AAAS      155B      1,Hornstein Jewish Professional Leadership Program,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2221,6540,AAAS      159A      1,Hornstein Jewish Professional Leadership Program,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2222,7218,AAAS/HIS      154B      1,Hornstein Jewish Professional Leadership Program,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2223,7198,AAAS/WGS      125A      1,Hornstein Jewish Professional Leadership Program,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2224,10134,AAAS      155B      1,Hornstein Jewish Professional Leadership Program,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2225,7218,AAAS/HIS      154B      1,Hornstein Jewish Professional Leadership Program,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2226,7198,AAAS/WGS      125A      1,Hornstein Jewish Professional Leadership Program,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
2227,10113,HIST      153B      1,Hornstein Jewish Professional Leadership Program,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2228,10117,HIST      175B      1,Hornstein Jewish Professional Leadership Program,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2229,10137,AAAS      124A      1,Hornstein Jewish Professional Leadership Program,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2230,10134,AAAS      155B      1,Hornstein Jewish Professional Leadership Program,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2231,10067,ENG      127B      1,Hornstein Jewish Professional Leadership Program,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2232,10499,ENG      167B      1,Hornstein Jewish Professional Leadership Program,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2233,7090,THA      144B      1,Hornstein Jewish Professional Leadership Program,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2234,6540,AAAS      159A      1,Hornstein Jewish Professional Leadership Program,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2235,7218,AAAS/HIS      154B      1,Hornstein Jewish Professional Leadership Program,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2236,10186,ED      170A      1,Hornstein Jewish Professional Leadership Program,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2237,10541,HSSP      114B      1,Hornstein Jewish Professional Leadership Program,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2238,10516,ENG      62B      1,Hornstein Jewish Professional Leadership Program,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
2239,10137,AAAS      124A      1,Hornstein Jewish Professional Leadership Program,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
2240,10134,AAAS      155B      1,Hornstein Jewish Professional Leadership Program,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
2241,6540,AAAS      159A      1,Hornstein Jewish Professional Leadership Program,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
2242,7218,AAAS/HIS      154B      1,Hornstein Jewish Professional Leadership Program,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
2243,10186,ED      170A      1,Hornstein Jewish Professional Leadership Program,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
2244,10067,ENG      127B      1,Hornstein Jewish Professional Leadership Program,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
2245,10499,ENG      167B      1,Hornstein Jewish Professional Leadership Program,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
2246,10113,HIST      153B      1,Hornstein Jewish Professional Leadership Program,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
2247,10117,HIST      175B      1,Hornstein Jewish Professional Leadership Program,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
2248,10541,HSSP      114B      1,Hornstein Jewish Professional Leadership Program,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
2249,7090,THA      144B      1,Hornstein Jewish Professional Leadership Program,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
2250,3196,AAAS      5A      1,Humanities,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
2251,3614,AAAS      98A      1,Humanities,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
2252,3610,AAAS      98A      2,Humanities,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
2253,3612,AAAS      98A      3,Humanities,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
